word,level,pos,word_fr,flag,last_seen_date
civilian,c1,adjective,civil,,
civilian,c1,noun,civil,,
civilization,b2,noun,civilisation,,
claim,b1,noun,réclamation,,
claim,b1,verb,revendiquer,,
clarify,b2,verb,développer,,
clarity,c1,noun,clarté,,
clash,c1,noun,fracas,,
class,a1,noun,classe,,
classic,b2,adjective,classique,,
classic,b2,noun,classique,,
classical,a2,adjective,classique,,
classification,c1,noun,classification,,
classify,b2,verb,classifier,,
classroom,a1,noun,salle de classe,,
clause,b1,noun,clause,,
clean,a1,adjective,pur,,
clean,a1,verb,nettoyer,,
cleaning,,noun,nettoyage,,
clear,a2,adjective,clair,,
clear,b1,verb,débarrasser,,
clearly,a2,adverb,clairement,,
clerk,b2,noun,greffier,,
clever,a2,adjective,habile,,
click,b1,noun,clic,,
click,b1,verb,cliquer,,
client,b1,noun,client,,
cliff,b2,noun,falaise,,
climate,a2,noun,climat,,
climb,b1,noun,ascension,,
climb,a1,verb,grimper,,
cling,c1,verb,accrocher,,
clinic,b2,noun,clinique,,
clinical,c1,adjective,clinique,,
clip,b2,noun,extrait,,
clock,a1,noun,horloge,,
close,a2,adjective,proche,,
close,b1,adverb,proche,,
close,b2,noun,fin,,
close,a1,verb,fermer,,
closed,a2,adjective,fermé,,
closely,b2,adverb,étroitement,,
closure,c1,noun,fermeture,,
cloth,b1,noun,tissu,,
clothes,a1,noun,vêtements,,
clothing,a2,noun,vêtements,,
cloud,a2,noun,nuage,,
club,a1,noun,club,,
clue,b1,noun,indice,,
cluster,c1,noun,grappe,,
coach,a2,noun,coche,,
coach,b1,verb,entraîner,,
coal,b1,noun,charbon,,
coalition,c1,noun,coalition,,
coast,a2,noun,côte,,
coastal,c1,adjective,côtier,,
coat,a1,noun,manteau,,
cocktail,c1,noun,cocktail,,
code,a2,noun,code,,
coffee,a1,noun,café,,
cognitive,c1,adjective,cognitif,,
coin,b1,noun,jeton,,
coincide,c1,verb,coïncider,,
coincidence,b2,noun,coïncidence,,
cold,a1,adjective,froid,,
cold,a1,noun,rhume,,
collaborate,c1,verb,collaborer,,
collaboration,c1,noun,collaboration,,
collapse,b2,noun,effondrement,,
collapse,b2,verb,s'effondrer,,
colleague,a2,noun,collègue,,
collect,a2,verb,rassembler,,
collection,b1,noun,collection,,
collective,c1,adjective,collectif,,
collector,b2,noun,collecteur,,
college,a1,noun,université,,
collision,c1,noun,collision,,
colonial,c1,adjective,colonial,,
colony,b2,noun,colonie,,
colour,a1,noun,couleur,,
coloured,b1,adjective,coloré,,
colourful,b2,adjective,coloré,,
column,a2,noun,colonne,,
columnist,c1,noun,chroniqueur,,
combat,c1,noun,combat,,
combat,c1,verb,combattre,,
combination,b2,noun,combinaison,,
combine,b1,verb,combiner,,
come,a1,verb,venir,,
comedy,a2,noun,comédie,,
comfort,b2,noun,confort,,
comfort,b2,verb,consoler,,
comfortable,a2,adjective,confortable,,
comic,b2,adjective,comique,,
comic,b2,noun,bande dessinée,,
command,b2,noun,commandement,,
command,b2,verb,commander,,
commander,b2,noun,commandeur,,
commence,c1,verb,commencer,,
comment,a2,noun,commentaire,,
comment,b1,verb,commenter,,
commentary,c1,noun,commentaire,,
commentator,c1,noun,commentateur,,
commerce,c1,noun,commerce,,
commercial,b1,adjective,commercial,,
commercial,b1,noun,publicité,,
commission,b2,noun,commission,,
commission,b2,verb,commander,,
commissioner,c1,noun,commissaire,,
commit,b1,verb,confier,,
commitment,b2,noun,engagement,,
committee,b2,noun,comité,,
commodity,c1,noun,produit,,
common,a1,adjective,commun,,
commonly,b2,adverb,fréquemment,,
communicate,a2,verb,communiquer,,
communication,b1,noun,communication,,
communist,c1,adjective,communiste,,
community,a2,noun,communauté,,
companion,c1,noun,compagnon,,
company,a1,noun,compagnie,,
comparable,c1,adjective,comparable,,
comparative,b2,adjective,comparatif,,
compare,a1,verb,comparer,,
comparison,b1,noun,comparaison,,
compassion,c1,noun,compassion,,
compel,c1,verb,obliger,,
compelling,c1,adjective,convaincant,,
compensate,c1,verb,compenser,,
compensation,c1,noun,compensation,,
compete,a2,verb,rivaliser,,
competence,c1,noun,compétence,,
competent,c1,adjective,compétent,,
competition,a2,noun,concours,,
competitive,b1,adjective,compétitif,,
competitor,b1,noun,concurrent,,
compile,c1,verb,compiler,,
complain,a2,verb,se plaindre,,
complaint,b1,noun,plainte,,
complement,c1,verb,compléter,,
complete,a1,adjective,complet,,
complete,a1,verb,compléter,,
completely,a2,adverb,complètement,,
completion,b2,noun,achèvement,,
complex,b1,adjective,complexe,,
complex,b2,noun,complexe,,
complexity,c1,noun,complexité,,
compliance,c1,noun,conformité,,
complicated,b2,adjective,compliqué,,
complication,c1,noun,complication,,
comply,c1,verb,se conformer,,
component,b2,noun,composant,,
compose,b2,verb,composer,,
composer,b2,noun,compositeur,,
composition,c1,noun,composition,,
compound,b2,noun,composé,,
comprehensive,b2,adjective,complet,,
comprise,b2,verb,contenir,,
compromise,c1,noun,compromis,,
compromise,c1,verb,compromettre,,
compulsory,b2,adjective,obligatoire,,
compute,c1,verb,computer,,
computer,a1,noun,ordinateur,,
conceal,c1,verb,cacher,,
concede,c1,verb,concéder,,
conceive,c1,verb,concevoir,,
concentrate,b1,verb,se concentrer,,
concentration,b2,noun,concentration,,
concept,b2,noun,concept,,
conception,c1,noun,conception,,
concern,b2,noun,importance,,
concern,b2,verb,concerner,,
concerned,b2,adjective,concerné,,
concert,a1,noun,concert,,
concession,c1,noun,concession,,
conclude,b1,verb,conclure,,
conclusion,b1,noun,conclusion,,
concrete,b2,adjective,concret,,
concrete,b2,noun,béton,,
condemn,c1,verb,condamner,,
condition,a2,noun,condition,,
conduct,b2,noun,comportement,,
conduct,b2,verb,conduire,,
confer,c1,verb,conférer,,
conference,a2,noun,conférence,,
confess,b2,verb,avouer,,
confession,c1,noun,confession,,
confidence,b2,noun,confiance,,
confident,b1,adjective,assuré,,
configuration,c1,noun,configuration,,
confine,c1,verb,confiner,,
confirm,b1,verb,confirmer,,
confirmation,c1,noun,confirmation,,
conflict,b2,noun,conflit,,
conflict,b2,verb,être en conflit,,
confront,c1,verb,confronter,,
confrontation,c1,noun,confrontation,,
confuse,b1,verb,confondre,,
confused,b1,adjective,embrouillé,,
confusing,b2,adjective,complexe,,
confusion,b2,noun,désordre,,
congratulate,c1,verb,féliciter,,
congregation,c1,noun,assemblée,,
congressional,c1,adjective,du Congrès,,
connect,a2,verb,connecter,,
connected,a2,adjective,cohérent,,
connection,b1,noun,connexion,,
conquer,c1,verb,conquérir,,
conscience,c1,noun,conscience,,
conscious,b2,adjective,conscient,,
consciousness,c1,noun,conscience,,
consecutive,c1,adjective,consécutif,,
consensus,c1,noun,consensus,,
consent,c1,noun,consentement,,
consent,c1,verb,consentir,,
consequence,b1,noun,conséquence,,
consequently,b2,adverb,par conséquent,,
conservation,b2,noun,défense,,
conservative,b2,adjective,prudent,,
conservative,b2,noun,conservateur,,
conserve,c1,verb,conserver,,
consider,a2,verb,considérer,,
considerable,b2,adjective,considérable,,
considerably,b2,adverb,considérablement,,
consideration,b2,noun,considération,,
consist,b1,verb,consister,,
consistency,c1,noun,consistance,,
consistent,b2,adjective,cohérent,,
consistently,b2,adverb,systématiquement,,
consolidate,c1,verb,consolider,,
conspiracy,b2,noun,conspiration,,
constant,b2,adjective,constant,,
constantly,b2,adverb,constamment,,
constituency,c1,noun,circonscription électorale,,
constitute,c1,verb,constituer,,
constitution,c1,noun,constitution,,
constitutional,c1,adjective,constitutionnel,,
constraint,c1,noun,contrainte,,
construct,b2,verb,construire,,
construction,b2,noun,construction,,
consult,b2,verb,consulter,,
consultant,b2,noun,consultant,,
consultation,c1,noun,consultation,,
consume,b1,verb,consommer,,
consumer,b1,noun,consommateur,,
consumption,b2,noun,consommation,,
contact,b1,noun,contact,,
contact,b1,verb,contacter,,
contain,a2,verb,contenir,,
container,b1,noun,récipient,,
contemplate,c1,verb,contempler,,
contemporary,b2,adjective,contemporain,,
contempt,c1,noun,mépris,,
contend,c1,verb,soutenir,,
contender,c1,noun,concurrent,,
content,c1,adjective,content,,
content,b1,noun,contenu,,
contention,c1,noun,désaccord,,
contest,b2,noun,concours,,
contest,b2,verb,contester,,
context,a2,noun,contexte,,
continent,a2,noun,continent,,
continually,c1,adverb,continuellement,,
continue,a2,verb,continuer,,
continuous,b1,adjective,continu,,
contract,b2,noun,contrat,,
contract,b2,verb,contracter,,
contractor,c1,noun,sous-traitant,,
contradiction,c1,noun,contradiction,,
contrary,c1,adjective,contraire,,
contrary,c1,noun,contraire,,
contrast,b1,noun,contraste,,
contrast,b1,verb,contraster,,
contribute,b2,verb,contribuer,,
contribution,b2,noun,contribution,,
contributor,c1,noun,contributeur,,
control,a2,noun,contrôle,,
control,a2,verb,contrôler,,
controversial,b2,adjective,controversé,,
controversy,b2,noun,polémique,,
convenience,b2,noun,commodité,,
convenient,b1,adjective,commode,,
convention,b2,noun,convention,,
conventional,b2,adjective,conventionnel,,
conversation,a1,noun,conversation,,
conversion,c1,noun,transformation,,
convert,b2,verb,convertir,,
convey,b2,verb,transporter,,
convict,c1,verb,reconnaître coupable,,
conviction,c1,noun,conviction,,
convince,b1,verb,convaincre,,
convinced,b2,adjective,convaincu,,
convincing,b2,adjective,convaincant,,
cook,a2,noun,cuisinier,,
cook,a1,verb,cuire,,
cooker,a2,noun,cuisinière,,
cooking,a1,noun,cuisine,,
cool,a1,adjective,cool,,
cool,b1,verb,refroidir,,
cooperate,c1,verb,coopérer,,
cooperative,c1,adjective,coopératif,,
coordinate,c1,verb,coordonner,,
coordination,c1,noun,coordination,,
coordinator,c1,noun,coordonnateur,,
cop,c1,noun,flic,,
cope,b2,verb,se débrouiller,,
copper,c1,noun,cuivré,,
copy,a2,noun,copie,,
copy,a2,verb,copier,,
copyright,c1,noun,droit d'auteur,,
core,b2,adjective,centre,,
core,b2,noun,centre,,
corner,a2,noun,coin,,
corporate,b2,adjective,d'entreprise,,
corporation,b2,noun,corporation,,
correct,a1,adjective,correct,,
correct,a1,verb,corriger,,
correction,c1,noun,correction,,
correctly,a2,adverb,correctement,,
correlate,c1,verb,corréler,,
correlation,c1,noun,corrélation,,
correspond,c1,verb,correspondre,,
correspondence,c1,noun,correspondance,,
correspondent,c1,noun,correspondant,,
corresponding,c1,adjective,correspondant,,
corridor,b2,noun,couloir,,
corrupt,c1,adjective,corrompu,,
corruption,c1,noun,corruption,,
cost,a1,noun,coût,,
cost,a1,verb,coûter,,
costly,c1,adjective,coûteux,,
costume,b1,noun,costume,,
cottage,b1,noun,cottage,,
cotton,b1,noun,coton,,
could,a1,modal verb,pourrait,,
council,b2,noun,conseil,,
councillor,c1,noun,conseiller municipal,,
counselling,c1,noun,accompagnement psychologique,,
counsellor,c1,noun,conseiller,,
count,b1,noun,comte,,
count,a2,verb,compter,,
counter,b2,noun,compteur,,
counter,c1,verb,contre,,
counterpart,c1,noun,contre-partie,,
countless,c1,adjective,innombrable,,
country,a1,noun,pays,,
countryside,b1,noun,campagne,,
county,b2,noun,département,,
coup,c1,noun,coup d'État,,
couple,a2,noun,couple,,
courage,b2,noun,courage,,
course,a1,noun,cours,,
court,b1,noun,cour,,
courtesy,c1,noun,indulgence,,
cousin,a1,noun,cousin,,
cover,b1,noun,couverture,,
cover,a2,verb,couvrir,,
coverage,b2,noun,couverture,,
covered,b1,adjective,couvert,,
cow,a1,noun,vache,,
crack,b2,noun,fissure,,
crack,b2,verb,craquer,,
craft,b2,noun,artisanat,,
craft,c1,verb,façonner,,
crash,b2,noun,descente,,
crash,b2,verb,planter,,
crawl,c1,verb,ramper,,
crazy,a2,adjective,fou,,
cream,b1,adjective,crème,,
cream,a1,noun,crème,,
create,a1,verb,créer,,
creation,b2,noun,création,,
creative,a2,adjective,créatif,,
creativity,b2,noun,créativité,,
creator,c1,noun,créateur,,
creature,b2,noun,créature,,
credibility,c1,noun,crédibilité,,
credible,c1,adjective,crédible,,
credit,a2,noun,crédit,,
credit,b2,verb,créditer,,
creep,c1,verb,ramper,,
crew,b2,noun,équipe,,
crime,a2,noun,crime,,
criminal,b1,adjective,criminel,,
criminal,a2,noun,criminel,,
crisis,b2,noun,crise,,
criterion,b2,noun,critère,,
critic,b2,noun,critique,,
critical,b2,adjective,critique,,
critically,b2,adverb,de façon critique,,
criticism,b2,noun,critique,,
criticize,b2,verb,critiquer,,
critique,c1,noun,critique,,
crop,b2,noun,récolte,,
cross,a2,noun,croix,,
cross,a2,verb,croiser,,
crowd,a2,noun,foule,,
crowded,a2,adjective,bondé,,
crown,c1,noun,milieu,,
crucial,b2,adjective,crucial,,
crude,c1,adjective,cru,,
cruel,b1,adjective,cruel,,
cruise,b2,noun,croisière,,
cruise,b2,verb,croiser,,
crush,c1,verb,s'écraser,,
cry,b2,noun,cri,,
cry,a2,verb,pleurer,,
crystal,c1,noun,cristal,,
cue,b2,noun,signal,,
cult,c1,adjective,culte,,
cult,c1,noun,culte,,
cultivate,c1,verb,cultiver,,
cultural,b1,adjective,culturel,,
culture,a1,noun,culture,,
cup,a1,noun,tasse,,
cupboard,a2,noun,armoire,,
cure,b2,noun,traitement,,
cure,b2,verb,soigner,,
curiosity,c1,noun,curiosité,,
curious,b2,adjective,curieux,,
curly,a2,adjective,bouclé,,
currency,b1,noun,monnaie,,
current,b1,adjective,courant,,
current,b2,noun,courant,,
currently,b1,adverb,actuellement,,
curriculum,b2,noun,programme scolaire,,
curtain,b1,noun,rideau,,
curve,b2,noun,courbe,,
curve,b2,verb,courber,,
curved,b2,adjective,courbé,,
custody,c1,noun,garde,,
custom,b1,noun,coutume,,
customer,a1,noun,client,,
cut,b1,noun,coupe,,
cut,a1,verb,couper,,
cute,b2,adjective,mignon,,
cutting,c1,noun,découpage,,
cycle,a2,noun,cycle,,
cycle,a2,verb,passer par un cycle,,
cynical,c1,adjective,cynique,,
dad,a1,noun,papa,,
daily,a2,adjective,quotidien,,
daily,b1,adverb,quotidiennement,,
dairy,b2,adjective,laitier,,
dairy,b2,noun,alimentation générale,,
dam,c1,noun,barrage,,
damage,b1,noun,dégât,,
damage,b1,verb,endommager,,
damaging,c1,adjective,préjudiciable,,
dance,a1,noun,danse,,
dance,a1,verb,danser,,
dancer,a1,noun,danseur,,
dancing,a1,noun,danse,,
danger,a2,noun,danger,,
dangerous,a1,adjective,dangereux,,
dare,b2,verb,oser,,
dark,a1,adjective,obscur,,
dark,a2,noun,obscurité,,
darkness,b2,noun,obscurité,,
data,a2,noun,données,,
database,b2,noun,base de données,,
date,a1,noun,date,,
date,b2,verb,dater,,
daughter,a1,noun,fille,,
dawn,c1,noun,aube,,
day,a1,noun,jour,,
dead,a2,adjective,mort,,
deadline,b2,noun,date butoir,,
deadly,b2,adjective,mortel,,
deal,b1,noun,contrat,,
deal,a2,verb,distribuer,,
dealer,b2,noun,dealer,,
dear,a1,adjective,cher,,
dear,a2,exclamation,cher,,
death,a2,noun,mort,,
debate,b2,noun,débat,,
debate,b2,verb,débattre,,
debris,c1,noun,débris,,
debt,b2,noun,dette,,
debut,c1,noun,début,,
decade,b1,noun,dizaine,,
december,a1,noun,décembre,,
decent,b2,adjective,convenable,,
decide,a1,verb,décider,,
decision,a2,noun,décision,,
decision-making,c1,noun,prise de décision,,
decisive,c1,adjective,décisif,,
deck,b2,noun,pont,,
declaration,c1,noun,déclaration,,
declare,b2,verb,déclarer,,
decline,b2,noun,déclin,,
decline,b2,verb,décliner,,
decorate,b1,verb,décorer,,
decoration,b2,noun,décoration,,
decrease,b2,noun,diminution,,
decrease,b2,verb,diminuer,,
dedicated,c1,adjective,dévoué,,
dedication,c1,noun,dédicace,,
deed,c1,noun,haut fait,,
deem,c1,verb,croire,,
deep,a2,adjective,profond,,
deep,b1,adverb,profond,,
deeply,b2,adverb,profondément,,
default,c1,noun,défaut,,
defeat,b2,noun,défaite,,
defeat,b2,verb,vaincre,,
defect,c1,noun,défaut,,
defence,b2,noun,défense,,
defend,b2,verb,défendre,,
defender,b2,noun,défenseur,,
defensive,c1,adjective,défensif,,
deficiency,c1,noun,déficience,,
deficit,c1,noun,déficit budgétaire,,
define,b1,verb,définir,,
definite,b1,adjective,définitif,,
definitely,a2,adverb,décidément,,
definition,b1,noun,définition,,
defy,c1,verb,défier,,
degree,a2,noun,degré,,
delay,b2,noun,délai,,
delay,b2,verb,retarder,,
delegate,c1,noun,délégué,,
delegation,c1,noun,délégation,,
delete,b2,verb,supprimer,,
deliberate,b2,adjective,délibéré,,
deliberately,b2,adverb,exprès,,
delicate,c1,adjective,délicat,,
delicious,a1,adjective,savoureux,,
delight,b2,noun,délice,,
delight,b2,verb,enchanter,,
delighted,b2,adjective,ravi,,
deliver,b1,verb,livrer,,
delivery,b2,noun,accouchement,,
demand,b2,noun,demande,,
demand,b2,verb,exiger,,
democracy,b2,noun,démocratie,,
democratic,b2,adjective,démocratique,,
demon,c1,noun,démon,,
demonstrate,b2,verb,démontrer,,
demonstration,b2,noun,manifestation,,
denial,c1,noun,déni,,
denounce,c1,verb,dénoncer,,
dense,c1,adjective,dense,,
density,c1,noun,densité,,
dentist,a2,noun,dentiste,,
deny,b2,verb,nier,,
depart,b2,verb,partir,,
department,a2,noun,ministère,,
departure,b1,noun,départ,,
depend,a2,verb,dépendre,,
dependence,c1,noun,dépendance,,
dependent,b2,adjective,dépendant,,
depict,c1,verb,représenter,,
deploy,c1,verb,déployer,,
deployment,c1,noun,déploiement,,
deposit,b2,noun,dépôt,,
deposit,c1,verb,déposer,,
depressed,b2,adjective,déprimé,,
depressing,b2,adjective,déprimant,,
depression,b2,noun,dépression,,
deprive,c1,verb,priver,,
depth,b2,noun,profondeur,,
deputy,c1,noun,député,,
derive,b2,verb,dériver,,
descend,c1,verb,descendre,,
descent,c1,noun,origine,,
describe,a1,verb,décrire,,
description,a1,noun,description,,
desert,a2,noun,désert,,
desert,b2,verb,déserter,,
deserve,b2,verb,mériter,,
design,a1,noun,plan,,
design,a1,verb,concevoir,,
designate,c1,verb,désigner,,
designer,a2,noun,designer,,
desirable,c1,adjective,souhaitable,,
desire,b2,noun,désir,,
desire,b2,verb,désirer,,
desk,a1,noun,bureau,,
desktop,c1,noun,bureau,,
desperate,b2,adjective,désespéré,,
desperately,b2,adverb,désespérément,,
despite,b1,preposition,en dépit de,,
destination,b1,noun,destination,,
destroy,a2,verb,détruire,,
destruction,b2,noun,destruction,,
destructive,c1,adjective,destructif,,
detail,a1,noun,détail,,
detail,b2,verb,détailler,,
detailed,b2,adjective,détaillé,,
detain,c1,verb,détenir,,
detect,b2,verb,déceler,,
detection,c1,noun,détection,,
detective,a2,noun,détective,,
detention,c1,noun,arrestation,,
deteriorate,c1,verb,détériorer,,
determination,b2,noun,détermination,,
determine,b1,verb,déterminer,,
determined,b1,adjective,déterminé,,
devastate,c1,verb,dévaster,,
develop,a2,verb,se développer,,
development,b1,noun,développement,,
device,a2,noun,appareil,,
devil,c1,noun,diable,,
devise,c1,verb,concevoir,,
devote,b2,verb,consacrer,,
diagnose,c1,verb,diagnostiquer,,
diagnosis,c1,noun,diagnostic,,
diagram,b1,noun,diagramme,,
dialogue,a1,noun,dialogue,,
diamond,b1,noun,diamant,,
diary,a2,noun,journal intime,,
dictate,c1,verb,dicter,,
dictator,c1,noun,dictateur,,
dictionary,a1,noun,dictionnaire,,
die,a1,verb,mourir,,
diet,a1,noun,régime,,
differ,b2,verb,différer,,
difference,a1,noun,différence,,
different,a1,adjective,différent,,
differentiate,c1,verb,différencier,,
differently,a2,adverb,différemment,,
difficult,a1,adjective,difficile,,
difficulty,b1,noun,difficulté,,
dig,b2,verb,creuser,,
digital,a2,adjective,numérique,,
dignity,c1,noun,dignité,,
dilemma,c1,noun,dilemme,,
dimension,c1,noun,dimension,,
diminish,c1,verb,réduire,,
dinner,a1,noun,dîner,,
dip,c1,verb,tremper,,
diplomat,c1,noun,diplomate,,
diplomatic,c1,adjective,diplomatique,,
direct,a2,adjective,direct,,
direct,b1,adverb,direct,,
direct,b1,verb,diriger,,
direction,a2,noun,direction,,
directly,b1,adverb,directement,,
director,a2,noun,directeur,,
directory,c1,noun,annuaire,,
dirt,b1,noun,terre,,
dirty,a1,adjective,sale,,
disability,b2,noun,handicap,,
disabled,b2,adjective,handicapé,,
disadvantage,b1,noun,désavantage,,
disagree,a2,verb,être en désaccord,,
disagreement,b2,noun,désaccord,,
disappear,a2,verb,disparaître,,
disappoint,b2,verb,décevoir,,
disappointed,b1,adjective,déçu,,
disappointing,b1,adjective,décevant,,
disappointment,b2,noun,déception,,
disaster,a2,noun,désastre,,
disastrous,c1,adjective,désastreux,,
disc,b2,noun,disque,,
discard,c1,verb,rejeter,,
discharge,c1,verb,partir,,
discipline,b2,noun,discipline,,
disclose,c1,verb,révéler,,
disclosure,c1,noun,révélation,,
discount,b1,noun,rabais,,
discount,b2,verb,minimiser,,
discourage,b2,verb,décourager,,
discourse,c1,noun,discours,,
discover,a2,verb,découvrir,,
discovery,a2,noun,découverte,,
discretion,c1,noun,discrétion,,
discrimination,c1,noun,discrimination,,
discuss,a1,verb,discuter,,
discussion,a2,noun,discussion,,
disease,a2,noun,maladie,,
dish,a1,noun,plat,,
dishonest,b2,adjective,malhonnête,,
disk,b2,noun,disque,,
dislike,b1,noun,aversion,,
dislike,b1,verb,ne pas aimer,,
dismiss,b2,verb,renvoyer,,
dismissal,c1,noun,licenciement,,
disorder,b2,noun,désordre,,
displace,c1,verb,déplacer,,
display,b2,noun,représentation,,
display,b2,verb,afficher,,
disposal,c1,noun,élimination,,
dispose,c1,verb,se débarrasser de,,
dispute,c1,noun,dispute,,
dispute,c1,verb,contester,,
disrupt,c1,verb,perturber,,
disruption,c1,noun,interruption,,
dissolve,c1,verb,dissoudre,,
distance,a2,noun,distance,,
distant,b2,adjective,lointain,,
distinct,b2,adjective,distinct,,
distinction,c1,noun,distinction,,
distinctive,c1,adjective,distinctif,,
distinguish,b2,verb,distinguer,,
distort,c1,verb,déformer,,
distract,b2,verb,distraire,,
distress,c1,noun,détresse,,
distress,c1,verb,attrister,,
distribute,b2,verb,distribuer,,
distribution,b2,noun,distribution,,
district,b2,noun,district,,
disturb,b2,verb,déranger,,
disturbing,c1,adjective,dérangeant,,
dive,b2,noun,piqué,,
dive,b2,verb,plonger,,
diverse,b2,adjective,divers,,
diversity,b2,noun,diversité,,
divert,c1,verb,dévier,,
divide,b2,noun,fossé,,
divide,b1,verb,diviser,,
divine,c1,adjective,divin,,
division,b2,noun,division,,
divorce,b2,noun,divorce,,
divorce,b2,verb,divorcer,,
divorced,a2,adjective,divorcé,,
do,a1,verb,faire,,
do,a1,auxiliary verb,faire,,
doctor,a1,noun,médecin,,
doctrine,c1,noun,doctrine,,
document,a2,noun,document,,
document,b2,verb,documenter,,
documentary,b1,noun,documentaire,,
documentation,c1,noun,documentation,,
dog,a1,noun,chien,,
dollar,a1,noun,dollar,,
domain,c1,noun,domaine,,
domestic,b2,adjective,domestique,,
dominance,c1,noun,dominance,,
dominant,b2,adjective,dominant,,
dominate,b2,verb,dominer,,
donate,b1,verb,donner,,
donation,b2,noun,donation,,
donor,c1,noun,donateur,,
door,a1,noun,porte,,
dose,c1,noun,dose,,
dot,b2,noun,point,,
double,a2,adjective,double,,
double,b1,adverb,double,,
double,a2,determiner,double,,
double,a2,pronoun,double,,
double,a2,verb,doubler,,
doubt,b1,noun,doute,,
doubt,b1,verb,douter,,
down,a1,adverb,à bas,,
down,a1,preposition,en bas de,,
download,a2,noun,téléchargement,,
download,a2,verb,télécharger,,
downstairs,a2,adjective,dessous,,
downstairs,a1,adverb,au-dessous,,
downtown,b2,adjective,centre-ville,,
downtown,b2,adverb,centre-ville,,
downtown,b2,noun,centre-ville,,
downwards,b2,adverb,vers le bas,,
dozen,b2,determiner,douzaine,,
dozen,b2,noun,douzaine,,
draft,b2,noun,gorgée,,
draft,b2,verb,ébaucher,,
drag,b2,verb,traîner,,
drain,c1,verb,drainer,,
drama,a2,noun,drame,,
dramatic,b2,adjective,dramatique,,
dramatically,b2,adverb,considérablement,,
draw,a1,verb,tirer,,
drawing,a2,noun,dessin,,
dream,a2,noun,rêve,,
dream,a2,verb,rêver,,
dress,a1,noun,robe,,
dress,a1,verb,panser,,
dressed,b1,adjective,habillé,,
drift,c1,verb,dériver,,
drink,a1,noun,boisson,,
drink,a1,verb,boire,,
drive,a2,noun,lecteur,,
drive,a1,verb,pousser,,
driver,a1,noun,chauffeur,,
driving,c1,adjective,conduite,,
driving,a2,noun,conduite,,
drop,b1,noun,goutte,,
drop,a2,verb,tomber,,
drought,b2,noun,sécheresse,,
drown,c1,verb,se noyer,,
drug,a2,noun,drogue,,
drum,b1,noun,tambour,,
drunk,b1,adjective,ivre,,
dry,a2,adjective,sec,,
dry,a2,verb,sécher,,
dual,c1,adjective,double,,
dub,c1,verb,adouber,,
due,b1,adjective,dû,,
dull,b2,adjective,sot,,
dumb,c1,adjective,stupide,,
dump,b2,verb,se débarrasser de,,
duo,c1,noun,duo,,
duration,b2,noun,durée,,
during,a1,preposition,durant,,
dust,b1,noun,poussière,,
duty,b1,noun,devoir,,
dvd,a1,noun,DVD,,
dynamic,b2,adjective,dynamique,,
dynamic,c1,noun,dynamique,,
each,a1,adverb,chaque,,
each,a1,determiner,chaque,,
each,a1,pronoun,chaque,,
eager,c1,adjective,désireux,,
ear,a1,noun,épi,,
early,a1,adjective,de bonne heure,,
early,a1,adverb,tôt,,
earn,a2,verb,gagner,,
earnings,c1,noun,revenus,,
earth,a2,noun,terre,,
earthquake,b1,noun,tremblement de terre,,
ease,c1,noun,facilité,,
ease,c1,verb,faciliter,,
easily,a2,adverb,facilement,,
east,a1,adjective,oriental,,
east,a1,adverb,vers l 'est,,
east,a1,noun,est,,
eastern,b1,adjective,oriental,,
easy,a1,adjective,facile,,
eat,a1,verb,ronger,,
echo,c1,noun,écho,,
echo,c1,verb,résonner,,
ecological,c1,adjective,écologique,,
economic,b1,adjective,économique,,
economics,b2,noun,économie,,
economist,b2,noun,économiste,,
economy,b1,noun,économie,,
edge,b1,noun,bord,,
edit,b2,verb,rediger,,
edition,b2,noun,édition,,
editor,b1,noun,rédacteur,,
editorial,b2,adjective,éditorial,,
educate,b1,verb,éduquer,,
educated,b1,adjective,cultivé,,
education,a2,noun,enseignement,,
educational,b1,adjective,éducatif,,
educator,c1,noun,éducateur,,
effect,a2,noun,effet,,
effective,b1,adjective,en vigueur,,
effectively,b1,adverb,efficacement,,
effectiveness,c1,noun,efficacité,,
efficiency,c1,noun,rendement,,
efficient,b2,adjective,efficace,,
efficiently,b2,adverb,efficacement,,
effort,b1,noun,effort,,
egg,a1,noun,œuf,,
ego,c1,noun,moi,,
eight,a1,number,huit,,
eighteen,a1,number,dix-huit,,
eighty,a1,number,quatre-vingts,,
either,a2,adverb,l'un ou l'autre,,
either,a2,determiner,l'un ou l'autre,,
either,a2,pronoun,l'un ou l'autre,,
elaborate,c1,adjective,élaboré,,
elbow,b2,noun,coude,,
elderly,b2,adjective,vieux,,
elect,b2,verb,choisir,,
election,b1,noun,élection,,
electoral,c1,adjective,électoral,,
electric,a2,adjective,électrique,,
electrical,a2,adjective,électrique,,
electricity,a2,noun,électricité,,
electronic,a2,adjective,électronique,,
electronics,b2,noun,électronique,,
elegant,b2,adjective,élégant,,
element,b1,noun,élément,,
elementary,b2,adjective,élémentaire,,
elephant,a1,noun,éléphant,,
elevate,c1,verb,augmenter,,
eleven,a1,number,onze,,
eligible,c1,adjective,éligible,,
eliminate,b2,verb,tuer,,
elite,c1,noun,élite,,
else,a1,adverb,sinon,,
elsewhere,b2,adverb,ailleurs,,
email,a1,noun,e-mail,,
email,a1,verb,envoyer un e-mail,,
embark,c1,verb,embarquer,,
embarrassed,b1,adjective,embarrassé,,
